periodBegin,periodEnd,Tree
2022-06-26T18:00:00Z,2022-06-26T22:15:00Z,FB7
2022-07-03T22:30:00Z,2022-07-04T01:45:00Z,FB7
2022-07-05T02:30:00Z,2022-07-05T05:30:00Z,FB7
2022-07-05T23:15:00Z,2022-07-06T02:15:00Z,FB7
2022-07-09T22:00:00Z,2022-07-10T02:30:00Z,FB7
2022-07-23T18:15:00Z,2022-07-23T22:45:00Z,FB7
2022-07-31T23:45:00Z,2022-08-01T02:45:00Z,FB7
2022-08-06T18:00:00Z,2022-08-07T02:15:00Z,FB7
2022-08-13T18:30:00Z,2022-08-13T22:45:00Z,FB7
2022-08-15T18:00:00Z,2022-08-15T21:45:00Z,FB7
2022-08-20T19:15:00Z,2022-08-21T00:00:00Z,FB7
2022-08-26T22:30:00Z,2022-08-27T02:15:00Z,FB7
2022-08-28T00:00:00Z,2022-08-28T03:15:00Z,FB7
2022-09-03T23:15:00Z,2022-09-04T03:00:00Z,FB7
2022-09-10T23:30:00Z,2022-09-11T03:00:00Z,FB7
2022-09-12T00:45:00Z,2022-09-12T04:30:00Z,FB7
2022-09-29T23:30:00Z,2022-09-30T05:30:00Z,FB7
2022-10-24T01:15:00Z,2022-10-24T04:15:00Z,FB7
2022-10-25T02:00:00Z,2022-10-25T05:30:00Z,FB7
2022-10-31T18:00:00Z,2022-10-31T21:45:00Z,FB7
2022-11-03T21:15:00Z,2022-11-04T02:00:00Z,FB7
2022-11-13T23:45:00Z,2022-11-14T04:30:00Z,FB7
2022-12-05T19:15:00Z,2022-12-06T00:30:00Z,FB7
2022-12-08T02:15:00Z,2022-12-08T06:00:00Z,FB7
2022-12-08T20:15:00Z,2022-12-09T00:15:00Z,FB7
2022-12-12T18:00:00Z,2022-12-12T23:30:00Z,FB7
2022-12-14T19:15:00Z,2022-12-14T22:45:00Z,FB7
2022-12-15T02:15:00Z,2022-12-15T06:00:00Z,FB7
2022-12-26T18:00:00Z,2022-12-26T21:15:00Z,FB7
2023-01-09T22:00:00Z,2023-01-10T06:00:00Z,FB7
2023-01-11T00:15:00Z,2023-01-11T06:00:00Z,FB7
2023-01-13T18:45:00Z,2023-01-13T23:15:00Z,FB7
2023-01-13T23:45:00Z,2023-01-14T03:00:00Z,FB7
2023-01-25T02:30:00Z,2023-01-25T05:30:00Z,FB7
2023-02-22T18:45:00Z,2023-02-22T21:45:00Z,FB7
2023-02-27T00:15:00Z,2023-02-27T06:00:00Z,FB7
2023-03-01T02:00:00Z,2023-03-01T06:00:00Z,FB7
2023-03-01T21:30:00Z,2023-03-02T06:00:00Z,FB7
2023-03-03T18:15:00Z,2023-03-04T06:00:00Z,FB7
2023-03-08T18:00:00Z,2023-03-08T23:30:00Z,FB7
2023-03-18T00:30:00Z,2023-03-18T05:45:00Z,FB7
2023-04-01T21:15:00Z,2023-04-02T01:15:00Z,FB7
2023-04-05T19:30:00Z,2023-04-05T22:30:00Z,FB7
2023-04-08T23:45:00Z,2023-04-09T04:45:00Z,FB7
2023-04-11T18:00:00Z,2023-04-11T22:15:00Z,FB7
2023-04-12T18:15:00Z,2023-04-12T22:15:00Z,FB7
2023-04-16T18:00:00Z,2023-04-16T21:30:00Z,FB7
2023-04-20T18:00:00Z,2023-04-20T23:45:00Z,FB7
2023-05-03T20:15:00Z,2023-05-04T00:00:00Z,FB7
2023-05-05T19:00:00Z,2023-05-05T22:45:00Z,FB7
2023-05-09T18:45:00Z,2023-05-09T23:00:00Z,FB7
2023-05-11T22:30:00Z,2023-05-12T01:45:00Z,FB7
2023-05-20T00:45:00Z,2023-05-20T05:00:00Z,FB7
2023-05-22T18:15:00Z,2023-05-22T21:30:00Z,FB7
2023-06-03T18:45:00Z,2023-06-03T22:30:00Z,FB7
2023-06-12T01:45:00Z,2023-06-12T05:30:00Z,FB7
2023-07-05T18:15:00Z,2023-07-05T22:00:00Z,FB7
2023-07-17T02:45:00Z,2023-07-17T05:45:00Z,FB7
2023-07-25T19:30:00Z,2023-07-25T23:15:00Z,FB7
2023-07-28T18:15:00Z,2023-07-28T21:30:00Z,FB7
2023-08-28T18:00:00Z,2023-08-29T01:45:00Z,FB7
2023-09-06T00:15:00Z,2023-09-06T03:45:00Z,FB7
2023-09-08T22:30:00Z,2023-09-09T05:45:00Z,FB7
2023-09-13T18:00:00Z,2023-09-13T21:15:00Z,FB7
2023-09-22T18:00:00Z,2023-09-22T21:00:00Z,FB7
2023-09-23T18:00:00Z,2023-09-23T21:30:00Z,FB7
2023-09-27T23:15:00Z,2023-09-28T05:30:00Z,FB7
2023-10-12T23:15:00Z,2023-10-13T02:30:00Z,FB7
2023-10-21T23:45:00Z,2023-10-22T04:45:00Z,FB7
2023-10-30T18:00:00Z,2023-10-30T21:15:00Z,FB7
2023-11-17T23:00:00Z,2023-11-18T03:45:00Z,FB7
