periodBegin,periodEnd,Tree
2023-08-31T00:30:00Z,2023-08-31T05:45:00Z,ET6
2023-09-11T23:00:00Z,2023-09-12T02:30:00Z,ET6
2023-09-28T22:30:00Z,2023-09-29T05:30:00Z,ET6
2023-11-07T02:15:00Z,2023-11-07T05:45:00Z,ET6
2023-11-09T18:00:00Z,2023-11-09T23:15:00Z,ET6
2023-11-14T21:15:00Z,2023-11-15T00:15:00Z,ET6
2023-11-25T23:30:00Z,2023-11-26T04:15:00Z,ET6
2023-12-15T00:15:00Z,2023-12-15T03:45:00Z,ET6
2024-01-05T18:00:00Z,2024-01-05T21:45:00Z,ET6
2024-01-06T23:00:00Z,2024-01-07T02:00:00Z,ET6
2024-01-07T02:45:00Z,2024-01-07T05:45:00Z,ET6
2024-01-09T22:00:00Z,2024-01-10T06:00:00Z,ET6
2024-01-11T21:45:00Z,2024-01-12T06:00:00Z,ET6
2024-01-12T22:00:00Z,2024-01-13T01:00:00Z,ET6
2024-01-26T19:00:00Z,2024-01-26T22:15:00Z,ET6
2024-02-06T18:00:00Z,2024-02-06T22:45:00Z,ET6
2024-02-11T20:00:00Z,2024-02-12T03:30:00Z,ET6
2024-02-22T18:00:00Z,2024-02-23T02:15:00Z,ET6
2024-02-23T18:00:00Z,2024-02-23T23:00:00Z,ET6
2024-02-25T22:45:00Z,2024-02-26T03:45:00Z,ET6
2024-03-21T21:00:00Z,2024-03-22T01:30:00Z,ET6
2024-03-22T18:15:00Z,2024-03-23T00:45:00Z,ET6
2024-04-09T20:00:00Z,2024-04-10T00:45:00Z,ET6
2024-04-10T22:15:00Z,2024-04-11T02:45:00Z,ET6
2024-04-28T18:00:00Z,2024-04-28T21:30:00Z,ET6
2024-05-11T02:00:00Z,2024-05-11T05:30:00Z,ET6
2024-05-12T19:15:00Z,2024-05-13T01:00:00Z,ET6
2024-05-13T23:00:00Z,2024-05-14T04:30:00Z,ET6
2024-05-16T21:45:00Z,2024-05-17T01:45:00Z,ET6
2024-06-02T00:45:00Z,2024-06-02T03:45:00Z,ET6
2024-06-07T21:00:00Z,2024-06-08T02:30:00Z,ET6
2024-06-30T19:30:00Z,2024-07-01T00:30:00Z,ET6
2024-07-06T20:45:00Z,2024-07-07T04:00:00Z,ET6
2024-07-11T01:15:00Z,2024-07-11T04:15:00Z,ET6
2024-07-21T01:45:00Z,2024-07-21T05:15:00Z,ET6
2024-07-21T21:15:00Z,2024-07-22T01:30:00Z,ET6
2024-07-27T02:15:00Z,2024-07-27T05:45:00Z,ET6
2024-07-27T19:00:00Z,2024-07-27T23:15:00Z,ET6
2024-07-28T22:00:00Z,2024-07-29T01:15:00Z,ET6
2024-08-05T02:00:00Z,2024-08-05T05:45:00Z,ET6
2024-08-06T18:00:00Z,2024-08-06T23:00:00Z,ET6
2024-08-09T22:15:00Z,2024-08-10T01:45:00Z,ET6
2024-08-15T21:45:00Z,2024-08-16T01:15:00Z,ET6
2024-08-19T21:00:00Z,2024-08-20T00:15:00Z,ET6
2024-08-21T22:15:00Z,2024-08-22T02:00:00Z,ET6
